id,Name,DisplayName,ModelName,EntryId,Category,ToolType,ToolPower,IconRUID,PlacedTileName,Rarity,Tradable,Description,WeaponRUID,SwingAction,WeaponSlot,TerrainEditAction,UseUnlockId,UseBuffId,PreviewRUID,FurnitureKind,IsCurrency,UseAnimalId,UsePetId,TerrainEditCooldown,SwingSoundRUID,HitSoundRUID,AvoidRadius,AvoidExitRadius,ActiveDurationSec,MaxStack,Attack,ToolTier,MagicAttack,SkillAttack,Walkable,PreviewScale
carp,Carp,잉어,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,81f87a7137bf43f7aa1d67b33b143488,,Common,true,흔한 민물고기입니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
shrimp,Shrimp,새우,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,16ea5931c88346bd82736d34c40e82e3,,Common,true,작은 새우입니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
salmon,Salmon,연어,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,2f38d677dadb452ca60b54df232de4db,,Uncommon,true,강에서 잡은 신선한 연어입니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
tuna,Tuna,참치,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,37d18761d027453f9def876c2e34aa7c,,Rare,true,크고 귀한 참치입니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
raw_meat,Raw Meat,생고기,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,90386dd054bf4acfa2b363d5d1c45478,,Common,true,멧돼지 생고기. 냄비에 구우면 푸짐한 식사가 됩니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
roasted_meat,Roasted Meat,구운 고기,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,consumable,,0,1b1ccb37d5de4ae5837fad85c54a8e58,,Uncommon,true,육즙 가득한 구운 고기. 공격력을 올려 줍니다.,,,,,,atk_boost_small,,,,,,,,,,,,,0,0,0,0,false,
animal_pen,Animal Pen,가축우리,Item_AnimalPen,874e9b73-0201-4579-b72f-56a6fb10439e,furniture,,0,5c883e34d4eb47ddb73df95e239fe737,,Common,true,가축을 기르는 나무 우리. 영지 농장에 설치합니다.,,,,,,,5c883e34d4eb47ddb73df95e239fe737,pen,,,,,,,,,,,0,0,0,0,false,
egg,Egg,달걀,Item_Grass,896c7bd8-8a8a-48a8-a7c7-fc8c337c2a9b,resource,,0,19adf1c9e3c742aabcf6fa7a9ac4e2eb,,Common,true,신선한 달걀. 요리하거나 납품할 수 있습니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
wool,Wool,양털,Item_Grass,896c7bd8-8a8a-48a8-a7c7-fc8c337c2a9b,resource,,0,06ed382326af42de98f007cfd81f83ca,,Common,true,부드러운 양털. 제작하거나 납품할 수 있습니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
chicken_ticket,Chicken Ticket,닭 입주권,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,consumable,,0,c1bc28ed67e54de4ba4eeb7fcd36cde3,,Uncommon,true,영지 가축우리 근처에서 사용해 닭을 들입니다.,,,,,,,,,,Chicken,,,,,,,,,0,0,0,0,false,
sheep_ticket,Sheep Ticket,양 입주권,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,consumable,,0,bb0d2f1ec25443ce818de52cd0e5b87b,,Uncommon,true,영지 가축우리 근처에서 사용해 양을 들입니다.,,,,,,,,,,Sheep,,,,,,,,,0,0,0,0,false,
egg_omelette,Egg Omelette,달걀 오믈렛,Item_Grass,896c7bd8-8a8a-48a8-a7c7-fc8c337c2a9b,consumable,,0,26ab1dcdcd2c463e96ce061d9e2b8b24,,Uncommon,true,폭신한 오믈렛. 채집 집중을 조금 올려 줍니다.,,,,,,gather_boost_small,,,,,,,,,,,,,0,0,0,0,false,
dog_whistle,Dog Whistle,개 호루라기,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,consumable,,0,abd9bdcfeb97424c847459303373070f,,Uncommon,true,개 동료를 부르는 호루라기. 사용해도 소모되지 않습니다.,,,,,,,,,,,Dog,,,,,,,,0,0,0,0,false,
monster_ward,Monster Ward,몬스터 와드,Item_MonsterWard,488664e9-e732-4f2e-9df5-9b0d36d0ec61,furniture,,0,aba58d2139ca4736bab39f6b4c39aa37,,Uncommon,true,몬스터를 멀리 떨어뜨려 낚시를 안전하게 합니다. 사냥터·보스맵에서 효과적입니다.,,,,,,,aba58d2139ca4736bab39f6b4c39aa37,monster_ward,,,,,,,4,5,180,,0,0,0,0,false,
water_spade,Water Spade,물삽,Item_StonePickaxe,0f6274e2-70fd-409b-8a20-7999c099c721,tool,water_spade,0,thumbnail://5803e76509014a149c11c07022ffae1c,,Common,true,"영지에 물길을 내는 넓은 삽. 1번 파서 2×2 물길을 내고, 한 번 더 파서 4×4로 넓히며, 다시 파서 흙으로 되메웁니다.",5803e76509014a149c11c07022ffae1c,stabO1,onehand,dig_water,,,,,,,,0.25,d3108d8baab446d1a5f8668e5a3bedf9,,,,,,0,1,0,0,false,
slime_jelly,Slime Jelly,슬라임 젤리,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,89ff14273d9940eebe8d44b003563915,,Common,true,잠식된 슬라임에서 걷힌 검은 이슬 표본입니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
purified_jelly,Purified Jelly,정화 젤리,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,consumable,,0,50faf654ee5d479cb2958edce9feaef0,,Uncommon,true,잠식을 걷어 낸 젤리. 채집 집중을 조금 올려 줍니다.,,,,,,gather_boost_small,,,,,,,,,,,,,0,0,0,0,false,
pier,Pier,나무 부두,Furniture_Pier,furniture_pier,furniture,,0,8d356cf966cd47a3a972e5bcf952c51c,,Common,false,바다로 뻗어 나가는 원목 부두 데크입니다.,,,,,,,,,,,,,,,,,,,0,0,0,0,true,
boat,Boat,나룻배,Furniture_Boat,furniture_boat,furniture,,0,d1e1d2b20a104e17950d35ec8860c349,,Common,false,마을과 사냥터로 출항하는 나룻배입니다.,,,,,,,,portal,,,,,,,,,,,0,0,0,0,false,
large_slime_jelly,Large Slime Jelly,대형 슬라임 젤리,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,10caa1f4a2644af5bc9050ccf0c3bd53,,Rare,true,슬라임킹의 핵이 굳어 만들어진 거대한 젤리. 네 멘토 모두가 전직 시험의 증표로 인정한다.,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,
hunter_dagger,Hunter Dagger,사냥꾼의 투척검,Item_StonePickaxe,0f6274e2-70fd-409b-8a20-7999c099c721,tool,weapon,0,thumbnail://92bf8a758ee04f1aa044db9d8bcf1ec1,,Uncommon,true,트래퍼 전직의 증표. 가볍고 균형이 잡혀 던지기에도 손에 쥐고 찌르기에도 알맞다.,92bf8a758ee04f1aa044db9d8bcf1ec1,stabO1,,,,,,,,,,,5f9fd5d11f054593a85b1c66e5829723,d477416e1af84d8386291b5660851d2d,,,,0,10,2,0,4,false,
smith_hammer,Smith Big Hammer,대장장이의 빅해머,Item_StonePickaxe,0f6274e2-70fd-409b-8a20-7999c099c721,tool,weapon,0,thumbnail://47177796f6964727a15e9bf30ca3b1e3,,Uncommon,true,배틀스미스 전직의 증표. 모루를 두드리던 무게 그대로 적의 갑주를 부순다.,47177796f6964727a15e9bf30ca3b1e3,swingT1,twohand,,,,,,,,,,dfed94ccf55e419bb8f1a447505f2b8a,b097e12f762a43ad84b2288baf57331e,,,,0,16,2,0,0,false,
alchemy_wand,Azure Ember Wand,푸른 불씨 완드,Item_StonePickaxe,0f6274e2-70fd-409b-8a20-7999c099c721,tool,weapon,0,thumbnail://133e697ac731441a912f1e58ec2a9182,,Uncommon,true,알케미스트 전직의 증표. 끝에 맺힌 푸른 불씨가 마나를 증폭한다.,133e697ac731441a912f1e58ec2a9182,swingO1,,,,,,,,,,,5f9fd5d11f054593a85b1c66e5829723,d477416e1af84d8386291b5660851d2d,,,,0,4,2,12,4,false,
nature_vine,Nature Vine,네이처 바인,Item_StonePickaxe,0f6274e2-70fd-409b-8a20-7999c099c721,tool,weapon,0,thumbnail://d834b2cb87f24aceac565762d455fb7d,,Uncommon,true,와일드키퍼 전직의 증표. 살아 있는 넝쿨이 주인의 부름에 맞춰 뻗어 나간다.,d834b2cb87f24aceac565762d455fb7d,swingO2,,,,,,,,,,,5f9fd5d11f054593a85b1c66e5829723,d477416e1af84d8386291b5660851d2d,,,,0,8,2,0,8,false,
pig_ribbon,Pig Ribbon,돼지 리본,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,0c2847f2816d47f092f8348122008d7b,,Common,true,리본돼지가 매고 있던 앙증맞은 붉은 리본.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
orange_mushroom_cap,Orange Mushroom Cap,주황버섯 갓,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,0ed1b7cbeece48fa87e5f9ea37096d8d,,Common,true,주황버섯의 탱탱하고 탄력 있는 주황빛 갓.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
boar_leather,Boar Leather,멧돼지 가죽,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,0168adce54424b6abd9e6bc9db2ddb36,,Common,true,거칠고 질긴 멧돼지 가죽. 방어구와 가방 제작의 기초 소재.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
stump_wood,Hardwood Log,단단한 장작,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,575d2c78875f477db84dacc947a4bc86,,Common,true,스텀프의 밑동에서 떼어낸 단단한 장작. 고강도 목공술 연구의 핵심 재료.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
stump_leaf,Stump Leaf,스텀프 잎사귀,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,5e1d4e3045e34112ae743469df9b9b94,,Common,true,스텀프 머리에 돋은 질긴 잎사귀. 고원의 거친 바람에도 좀처럼 마르지 않는다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
iron_fragment,Iron Fragment,철 조각,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,798c9751297543519cea1984b7b0333f,,Common,true,아이언호그의 갑주에서 떨어져 나온 철 조각. 강화 단조 공정 연구에 쓰인다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
horn_fragment,Horn Fragment,뿔 조각,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,49b3f12c200044b591eeada1ae93a38d,,Common,true,뿔버섯의 단단한 뿔이 부러져 남은 조각. 바위 틈에서 자란 탓에 광물처럼 무겁다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
soft_sand,Soft Sand,고운 모래,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,c9dcfd4f2a504e0fa3626a58adb41662,,Common,true,모래 언덕 깊은 곳에서만 퍼 올릴 수 있는 입자가 고운 모래. 유리와 주형의 바탕이 된다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
mole_claw,Mole Claw,두더지 발톱,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,ab192dce46c34c3b9d932a78cf4e7ae8,,Common,true,모래두지가 굴을 파는 데 쓰던 단단한 발톱. 곡괭이 날 보강재로 탐나는 물건이다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
cactus_thorn,Cactus Thorn,선인장 가시,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,24d371e7bfaf4ff2a6a49a5e0c4d5082,,Common,true,카투스가 쏘아 보내는 곧고 날카로운 가시. 바늘과 낚싯바늘 재료로 쓰인다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
cactus_flower,Cactus Flower,카투스의 꽃,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,2a02777a2e134cc792db8b2c2b626890,,Common,true,몇 해에 한 번 피는 카투스의 꽃. 건조 지대 보습 기법 연구의 핵심 시료다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
scorpion_stinger,Scorpion Stinger,전갈 독침,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,02178d88a24a49cf9418513cf11ebeb1,,Common,true,스콜피온의 꼬리 끝에서 떼어낸 독침. 다루기 까다롭지만 독성 중화 연구의 출발점이다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
chitin_shell,Chitin Shell,키틴질 껍질,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,ad259c087aff47c7ba21e205e32b4495,,Common,true,사막 절지류의 등을 덮고 있던 두꺼운 껍질. 가볍고도 질겨 방어구 덧댐재로 알맞다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
snake_scale,Snake Scale,방울뱀 비늘,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,42f339e91dd042908d1bef5ebfed05c1,,Common,true,벨라모아가 모래 능선을 미끄러질 때 벗겨진 비늘. 햇빛을 받으면 노을빛으로 일렁인다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
yeti_horn,Yeti Horn,예티의 뿔,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,dd7ced96beb442779692fd10a2146c2c,,Common,true,예티의 정수리에 돋아난 단단한 뿔. 혹한의 냉기를 견디는 장비의 주재료가 된다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
pepe_beak,Pepe Beak,페페의 부리,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,9f1456e9a8b94732b67fd24cbf9b3649,,Common,true,페페의 단단한 노란 부리. 얼음을 쪼아 물고기를 낚을 만큼 튼튼하다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
white_fang_tail,White Fang Tail,화이트팽의 꼬리,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,d3db25c3ea694b22b6be28f5961b4e5f,,Common,true,화이트팽의 풍성하고 부드러운 꼬리 털. 방한 장구 제작에 필수적이다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
ice_piece,Ice Piece,얼음 조각,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,7915c70952ad432f99519ad79bf929a4,,Common,true,만년설 깊은 곳에서 채취된 얼음 조각. 상온에서도 쉽게 녹지 않는다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
snow_crystal,Snow Crystal,눈의 결정,Item_Wood,2cb8f37e-ef6b-4e17-86fb-d940f18a7412,resource,,0,66b0d1e41f8b4c29ab3f7fb447734f2b,,Common,true,정교한 육각형을 띤 차가운 마력 결정. 상위 냉기 장비 제작의 핵심 재료다.,,,,,,,,,,,,,,,,,,,0,0,0,0,false,
